reporting_unit_code,name,private,closed,latitude,longitude,lhn_code,lhn_name,phn_code,phn_name
H5105,Kareena Private Hospital,True,False,-34.034986,151.114186,,,,
H5108,Lady Davidson Private Hospital,True,False,-33.726718,151.139119,,,,
H5109,Lake Macquarie Private Hospital,True,False,-32.981232,151.691719,,,,
H5113,Macquarie University Hospital,True,False,-33.773484,151.117877,,,,
H5133,Metwest Eye Centre,True,False,-33.774236,150.912421,,,,
H5143,Mount Wilga Private Hospital,True,False,-33.692829,151.092939,,,,
H5147,Nepean Private Hospital,True,False,-33.759775,150.715206,,,,
H5149,Newcastle Private Hospital,True,False,-32.922537,151.698371,,,,
H5152,North Shore Private Hospital,True,False,-33.820622,151.189159,,,,
H5155,Ramsay Clinic Northside,True,False,-33.825156,151.188367,,,,
H5156,Ramsay Clinic Cremorne,True,False,-33.833425,151.222886,,,,
H5157,Ramsay Clinic Wentworthville,True,False,-33.811188,150.974575,,,,
H5158,Norwest Private Hospital,True,False,-33.744941,150.953608,,,,
H5159,Nowra Private Hospital,True,False,-34.893534,150.606551,,,,
H5161,Orange Surgery Centre,True,False,-33.283027,149.102737,,,,
H5168,Pennant Hills Day Surgery,True,False,-33.738295,151.074354,,,,
H5173,Port Macquarie Private Hospital,True,False,-31.442073,152.909375,,,,
H5174,Prince of Wales Private Hospital,True,False,-33.918492,151.238659,,,,
H5184,Southern Highlands Private Hospital,True,False,-34.484223,150.422882,,,,
H5190,St George Private Hospital,True,False,-33.966952,151.136055,,,,
H5196,St John of God Burwood Hospital,True,False,-33.869832,151.100538,,,,
H5200,St John of God Richmond Hospital,True,False,-33.591946,150.702473,,,,
H5205,St Luke's Hospital,True,False,-33.874188,151.225836,,,,
H5210,St Vincent's Private Hospital [Sydney],True,False,-33.880698,151.219462,,,,
H5211,St Vincent's Private Hospital [Lismore],True,False,-28.819949,153.287381,,,,
H5213,Strathfield Private Hospital,True,False,-33.872059,151.097544,,,,
H5218,Sydney Adventist Hospital,True,False,-33.733379,151.099874,,,,
H5219,Sydney Day Surgery - Prince Alfred,True,False,-33.8912,151.1835,,,,
H5220,Sydney Southwest Private Hospital,True,False,-33.917876,150.927499,,,,
H5221,Tamara Private Hospital,True,False,-31.077535,150.921764,,,,
H5227,The Hills Clinic Kellyville,True,False,-33.716759,150.952057,,,,
H5228,The Hills Private Hospital,True,False,-33.743476,150.9825,,,,
H5230,Mater Hospital Sydney,True,False,-33.831152,151.201247,,,,
H5233,The Skin Hospital [Westmead],True,False,-33.8072,150.98879,,,,
H5235,The Sydney Clinic,True,False,-33.901383,151.260988,,,,
H5244,Tweed Day Surgery,True,False,-28.179019,153.539989,,,,
H5249,Warners Bay Private Hospital,True,False,-32.965262,151.641204,,,,
H5252,Wesley Hospital Ashfield,True,False,-33.8925,151.116666,,,,
H5253,Wesley Hospital Kogarah,True,False,-33.968262,151.12896,,,,
H5256,Westmead Private Hospital,True,False,-33.802865,150.982382,,,,
H5257,Westmead Rehabilitation Hospital,True,False,-33.819288,150.981059,,,,
H5259,Wolper Jewish Hospital,True,False,-33.884118,151.240739,,,,
H5263,Mogo Day Surgery,True,False,-35.782893,150.14387,,,,
H5267,Ulladulla Endoscopy and Medical Centre,True,False,-35.358764,150.473481,,,,
H5269,Waratah Private Hospital,True,False,-33.963651,151.100464,,,,
H5283,Vision Day Surgery Hurstville,True,False,-33.966949,151.100439,,,,
H5284,Vision Eye Institute Chatswood,True,False,-33.795181,151.187314,,,,
H5288,The Sydney Private Hospital Incorporating the NSW Eye Centre,True,False,-33.894,151.1299,,,,
H5291,Miranda Eye Surgical Centre,True,False,-34.03244,151.101631,,,,
H5294,Ramsay Clinic Macarthur,True,False,-34.071999,150.816958,,,,
H5302,San Day Surgery Hornsby,True,False,-33.701961,151.110612,,,,
H5306,Wollongong Day Surgery,True,False,-34.42583,150.881346,,,,
H5317,Ramsay Surgical Centre Miranda,True,False,-34.034096,151.103827,,,,
H5324,Chatswood Private Hospital,True,False,-33.797612,151.185691,,,,
H5325,Wollongong Private Hospital,True,False,-34.425814,150.880729,,,,
H5329,Liverpool Eye Surgery,True,False,-33.922953,150.926861,,,,
H5330,Coffs Day Hospital,True,False,-30.287848487105183,153.12396008152086,,,,
H5331,Western Sydney Private Oncology and Infusion Centre,True,False,-33.802024,150.982879,,,,
H5332,The Border Cancer Hospital,True,False,-36.078399,146.938123,,,,
H5340,Madison Day Surgery,True,False,-33.703145,151.100395,,,,
H5341,Chris O'Brien Lifehouse,True,False,-33.890577,151.182234,,,,
H5345,Hirondelle Private Hospital,True,False,-33.789864,151.178696,,,,
H5346,Mayo Private Hospital,True,False,-31.881672,152.430725,,,,
H5347,Toronto Private Hospital,True,False,-33.015911,151.592911,,,,
H5348,Lingard Private Hospital,True,False,-32.940395,151.755463,,,,
H5349,Shellharbour Private Hospital,True,False,-34.55888,150.847733,,,,
H5350,Gosford Private Hospital,True,False,-33.41861,151.349518,,,,
H5351,Dubbo Private Hospital,True,False,-32.237087,148.621094,,,,
H5352,Maitland Private Hospital,True,False,-32.764954,151.597672,,,,
H5353,St. Vincent Private Community Hospital [Griffith],True,False,-34.280708,146.043716,,,,
H5361,Northern Beaches Hospital - Private,True,False,-33.751125,151.233017,,,,
H5367,Albury Day Surgery,True,False,-36.073689,146.883606,,,,
H5368,Alwyn Rehabilitation Hospital,True,False,-33.882797,151.094406,,,,
H5369,Arcadia Pittwater Private Hospital,True,False,-33.67746,151.28624,,,,
H5372,Bondi Junction Private Hospital,True,False,-33.892315,151.24585,,,,
H5377,Charlestown Private Hospital,True,False,-32.960152,151.697571,,,,
H5379,City West Specialist Day Hospital,True,False,-33.801174,150.982773,,,,
H5382,Delmar Private Hospital,True,False,-33.758137,151.288086,,,,
H5384,Double Bay Day Hospital,True,False,-33.877689,151.243973,,,,
H5385,East Sydney Private Hospital,True,False,-33.873741,151.215942,,,,
H5386,Eastern Suburbs Private Hospital,True,False,-33.910378,151.245865,,,,
H5388,Gordon Private Hospital,True,False,-33.7579,151.152664,,,,
H5389,Healthwoods Endoscopy Centre,True,False,-33.831451,151.012466,,,,
H5390,Holroyd Private Hospital,True,False,-33.846344,150.979233,,,,
H5397,Icon Cancer Centre Revesby,True,False,-33.954,151.01528,,,,
H5405,Kingsgrove Day Hospital,True,False,-33.944141,151.10199,,,,
H5406,Lithgow Community Private Hospital,True,False,-33.49873,150.127396,,,,
H5407,Longueville Private Hospital,True,False,-33.827408,151.169769,,,,
H5409,Manly Waters Private Hospital,True,False,-33.80521,151.284576,,,,
H5417,Newcastle Endoscopy Centre,True,False,-32.963131,151.697693,,,,
H5420,North Shore Specialist Day Hospital,True,False,-33.823719,151.187088,,,,
H5421,GenesisCare North Shore,True,False,-33.82391,151.192963,,,,
H5424,Norwest Day Hospital,True,False,-33.74477,150.95385,,,,
H5430,President Private Hospital,True,False,-34.036575,151.079224,,,,
H5432,Rosemont Endoscopy Centre,True,False,-34.42527,150.876984,,,,
H5434,Sight Foundation Theatre,True,False,-33.867722,151.212891,,,,
H5438,Southside Cancer Care Centre,True,False,-34.03405,151.104065,,,,
H5441,Sydney Day Hospital,True,False,-33.869579,151.212708,,,,
H5442,Sydney Day Surgery,True,False,-33.87644,151.22098,,,,
H5448,Tuggerah Lakes Private Hospital,True,False,-33.262482,151.48143,,,,
H5456,Bankstown Day Hospital,True,False,-33.914394,151.035324,,,,
H5471,Insight Private Hospital,True,False,-36.081795,146.910431,,,,
H5473,Lakeview Private Hospital,True,False,-33.730782,150.963165,,,,
H5479,Newcastle Dialysis Clinic,True,False,-32.92661,151.76479,,,,
H5480,Regional Imaging Cardiovascular Centre,True,False,-35.119236,147.352814,,,,
H5483,Sydney Retina Clinic & Day Surgery,True,False,-33.866261,151.211792,,,,
H5484,The Cataract Clinic (Aust),True,False,-33.84087,151.209396,,,,
H5485,The Roseberry Eye Specialist Centre,True,False,-33.922691,151.207275,,,,
H5486,The Skin Hospital [Darlinghurst],True,False,-33.87913,151.21524,,,,
H5488,Minchinbury Community Private Hospital,True,False,-33.781006,150.828522,,,,
H5494,Cosmos Cosmetic Day Surgery,True,False,-33.91281,151.23944,,,,
H5501,Warringah Day Surgery,True,False,-33.76499,151.26805,,,,
H5503,St John of God Hawkesbury District Health Service (Private),True,False,-33.610756,150.820755,,,,
H5508,South Coast Private Hospital,True,False,-34.425977,150.890393,,,,
H5512,Ramsay Surgical Centre Coffs Harbour,True,False,-30.30038559312085,153.1157974763174,,,,
H5513,Ramsay Clinic Thirroul,True,False,-34.31051884173526,150.91772245465557,,,,
H5516,Dee Why Endoscopy Unit,True,False,-33.755,151.284,,,,
H5517,Riverina Day Surgery,True,False,-35.121,147.354,,,,
H5523,Somerset Private Hospital,True,False,-33.761,150.715,,,,
H5524,Sydney Surgical Centre,True,False,-33.916,151.24,,,,
